label,arp_opcode,arp_src_hw_mac,arp_src_proto_ipv4,arp_dst_hw_mac,arp_dst_proto_ipv4,frame_len
0,2,02:00:00:8f:ee:25,192.168.1.160,02:00:00:3c:0d:6b,192.168.1.214,56
0,2,02:00:00:e4:3e:86,192.168.1.144,02:00:00:72:2a:61,192.168.1.98,62
0,1,02:00:00:a7:af:d3,192.168.1.179,ff:ff:ff:ff:ff:ff,192.168.1.88,42
0,2,02:00:00:8f:60:ba,192.168.1.58,02:00:00:30:71:01,192.168.1.127,47
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:b0:88:a8,192.168.1.59,58
0,2,02:00:00:e4:97:80,192.168.1.66,02:00:00:bd:da:2a,192.168.1.7,57
0,2,02:00:00:b2:e9:41,192.168.1.104,02:00:00:8f:60:ba,192.168.1.58,50
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:8b:dd:ba,192.168.1.51,63
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:8f:60:ba,192.168.1.58,60
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.116,57
0,2,02:00:00:c0:4f:68,192.168.1.135,02:00:00:8b:dd:ba,192.168.1.51,43
0,1,02:00:00:50:fd:f3,192.168.1.123,ff:ff:ff:ff:ff:ff,192.168.1.145,48
1,2,DE:AD:BE:EF:00:01,192.168.1.200,00:00:0A:BB:CC:01,192.168.1.1,47
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:07:3b:79,192.168.1.229,56
0,2,02:00:00:e4:3e:86,192.168.1.144,02:00:00:60:d1:b2,192.168.1.250,58
0,2,02:00:00:8f:ee:25,192.168.1.160,02:00:00:7d:c8:14,192.168.1.28,51
0,1,02:00:00:e4:3e:86,192.168.1.144,ff:ff:ff:ff:ff:ff,192.168.1.250,54
0,2,02:00:00:c0:4f:68,192.168.1.135,02:00:00:d0:27:cc,192.168.1.230,46
0,2,02:00:00:f9:f7:4e,192.168.1.57,02:00:00:50:fd:f3,192.168.1.123,47
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:16:97:af,192.168.1.18,46
0,2,02:00:00:8f:60:ba,192.168.1.58,02:00:00:7e:4e:a4,192.168.1.184,52
0,2,00:00:0A:BB:CC:01,192.168.1.1,02:00:00:b2:e9:41,192.168.1.104,50
0,2,02:00:00:c9:2d:60,192.168.1.118,02:00:00:01:f8:99,192.168.1.167,51
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:07:3b:79,192.168.1.229,56
1,2,DE:AD:BE:EF:00:01,192.168.1.200,00:00:0A:BB:CC:01,192.168.1.1,48
0,1,02:00:00:8f:60:ba,192.168.1.58,ff:ff:ff:ff:ff:ff,192.168.1.127,44
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:60:d1:b2,192.168.1.250,42
0,2,02:00:00:19:21:17,192.168.1.116,00:00:0A:BB:CC:01,192.168.1.1,45
0,2,02:00:00:b2:e9:41,192.168.1.104,02:00:00:8f:60:ba,192.168.1.58,53
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.58,60
1,2,DE:AD:BE:EF:00:01,192.168.1.116,00:00:0A:BB:CC:01,192.168.1.1,52
0,2,02:00:00:1c:fb:87,192.168.1.6,02:00:00:f9:f7:4e,192.168.1.57,51
0,1,02:00:00:5e:27:82,192.168.1.89,ff:ff:ff:ff:ff:ff,192.168.1.194,62
0,1,02:00:00:c1:cc:0f,192.168.1.254,ff:ff:ff:ff:ff:ff,192.168.1.60,43
0,2,02:00:00:a1:8b:70,192.168.1.115,02:00:00:50:fd:f3,192.168.1.123,63
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:16:97:af,192.168.1.18,48
0,2,02:00:00:50:fd:f3,192.168.1.123,02:00:00:d0:27:cc,192.168.1.230,49
0,2,02:00:00:7d:c8:14,192.168.1.28,02:00:00:9d:24:70,192.168.1.219,57
0,1,02:00:00:58:04:51,192.168.1.72,ff:ff:ff:ff:ff:ff,192.168.1.18,45
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:8f:ee:25,192.168.1.160,46
0,1,02:00:00:19:21:17,192.168.1.116,ff:ff:ff:ff:ff:ff,192.168.1.6,59
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.250,54
0,2,02:00:00:1f:85:43,192.168.1.221,02:00:00:86:2d:a5,192.168.1.106,55
0,1,02:00:00:60:d1:b2,192.168.1.250,ff:ff:ff:ff:ff:ff,192.168.1.229,63
0,1,02:00:00:1b:84:fd,192.168.1.220,ff:ff:ff:ff:ff:ff,192.168.1.200,46
0,2,02:00:00:1c:fb:87,192.168.1.6,02:00:00:86:2d:a5,192.168.1.106,45
0,1,02:00:00:09:eb:bd,192.168.1.67,ff:ff:ff:ff:ff:ff,192.168.1.123,53
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.7,43
0,1,02:00:00:72:2a:61,192.168.1.98,ff:ff:ff:ff:ff:ff,192.168.1.214,42
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:57:01:f9,192.168.1.237,48
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.25,51
0,2,02:00:00:01:f8:99,192.168.1.167,02:00:00:50:fd:f3,192.168.1.123,44
0,1,02:00:00:60:d1:b2,192.168.1.250,ff:ff:ff:ff:ff:ff,192.168.1.69,48
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.69,54
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:7d:c8:14,192.168.1.28,54
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:17:a5:d7,192.168.1.88,54
0,1,02:00:00:42:98:7d,192.168.1.200,ff:ff:ff:ff:ff:ff,192.168.1.181,52
0,2,02:00:00:8b:dd:ba,192.168.1.51,02:00:00:ce:7e:50,192.168.1.46,61
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:7e:4e:a4,192.168.1.184,45
0,1,02:00:00:16:97:af,192.168.1.18,ff:ff:ff:ff:ff:ff,192.168.1.60,63
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:e4:3e:86,192.168.1.144,49
0,1,02:00:00:72:2a:61,192.168.1.98,ff:ff:ff:ff:ff:ff,192.168.1.116,46
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.251,63
1,2,DE:AD:BE:EF:00:01,192.168.1.221,00:00:0A:BB:CC:01,192.168.1.1,52
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:c9:2d:60,192.168.1.118,48
0,1,02:00:00:57:c6:40,192.168.1.11,ff:ff:ff:ff:ff:ff,192.168.1.89,55
0,1,02:00:00:f9:f7:4e,192.168.1.57,ff:ff:ff:ff:ff:ff,192.168.1.88,47
0,1,02:00:00:ce:7e:50,192.168.1.46,ff:ff:ff:ff:ff:ff,192.168.1.67,58
1,2,DE:AD:BE:EF:00:01,192.168.1.28,00:00:0A:BB:CC:01,192.168.1.1,62
0,2,02:00:00:1f:85:43,192.168.1.221,02:00:00:b0:88:a8,192.168.1.59,64
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:e4:3e:86,192.168.1.144,53
0,1,02:00:00:f9:f7:4e,192.168.1.57,ff:ff:ff:ff:ff:ff,192.168.1.184,63
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.6,46
1,2,DE:AD:BE:EF:00:01,192.168.1.46,00:00:0A:BB:CC:01,192.168.1.1,57
0,2,02:00:00:57:01:f9,192.168.1.237,02:00:00:9d:a3:be,192.168.1.33,56
0,2,02:00:00:57:01:f9,192.168.1.237,02:00:00:9d:a3:be,192.168.1.33,51
0,1,02:00:00:c1:cc:0f,192.168.1.254,ff:ff:ff:ff:ff:ff,192.168.1.219,43
0,1,02:00:00:1b:84:fd,192.168.1.220,ff:ff:ff:ff:ff:ff,192.168.1.194,48
0,1,02:00:00:c1:cc:0f,192.168.1.254,ff:ff:ff:ff:ff:ff,192.168.1.250,46
0,2,02:00:00:9d:a3:be,192.168.1.33,02:00:00:50:fd:f3,192.168.1.123,47
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:01:f8:99,192.168.1.167,53
0,1,02:00:00:19:21:17,192.168.1.116,ff:ff:ff:ff:ff:ff,192.168.1.250,64
0,2,02:00:00:9d:a3:be,192.168.1.33,02:00:00:94:8b:28,192.168.1.60,57
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.194,56
0,2,02:00:00:c1:cf:06,192.168.1.137,02:00:00:94:8b:28,192.168.1.60,53
0,2,02:00:00:c1:cf:06,192.168.1.137,02:00:00:a9:f6:76,192.168.1.21,53
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.251,59
0,1,02:00:00:b0:88:a8,192.168.1.59,ff:ff:ff:ff:ff:ff,192.168.1.167,42
0,2,02:00:00:19:7c:6b,192.168.1.25,02:00:00:09:eb:bd,192.168.1.67,60
1,2,DE:AD:BE:EF:00:01,192.168.1.184,00:00:0A:BB:CC:01,192.168.1.1,57
0,2,02:00:00:b2:e9:41,192.168.1.104,02:00:00:30:71:01,192.168.1.127,55
0,1,02:00:00:58:04:51,192.168.1.72,ff:ff:ff:ff:ff:ff,192.168.1.179,46
0,1,02:00:00:94:8b:28,192.168.1.60,ff:ff:ff:ff:ff:ff,192.168.1.145,44
0,2,00:00:0A:BB:CC:01,192.168.1.1,02:00:00:19:7c:6b,192.168.1.25,47
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.179,48
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:1f:85:43,192.168.1.221,52
0,2,02:00:00:30:71:01,192.168.1.127,02:00:00:99:99:03,192.168.1.194,51
0,1,02:00:00:19:21:17,192.168.1.116,ff:ff:ff:ff:ff:ff,192.168.1.11,47
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.25,51
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:19:7c:6b,192.168.1.25,51
0,2,02:00:00:60:d1:b2,192.168.1.250,02:00:00:1b:84:fd,192.168.1.220,55
0,1,02:00:00:a1:8b:70,192.168.1.115,ff:ff:ff:ff:ff:ff,192.168.1.59,43
0,1,02:00:00:17:a5:d7,192.168.1.88,ff:ff:ff:ff:ff:ff,192.168.1.229,61
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.237,52
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.58,54
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:99:99:03,192.168.1.194,59
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:1b:84:fd,192.168.1.220,49
0,1,02:00:00:57:c6:40,192.168.1.11,ff:ff:ff:ff:ff:ff,192.168.1.104,51
0,2,02:00:00:6c:9e:f6,192.168.1.251,02:00:00:57:c6:40,192.168.1.11,52
0,1,02:00:00:e4:3e:86,192.168.1.144,ff:ff:ff:ff:ff:ff,192.168.1.11,55
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:5e:27:82,192.168.1.89,52
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.66,47
0,1,02:00:00:9d:a3:be,192.168.1.33,ff:ff:ff:ff:ff:ff,192.168.1.106,61
0,2,02:00:00:1c:fb:87,192.168.1.6,02:00:00:07:3b:79,192.168.1.229,48
0,1,02:00:00:7d:c8:14,192.168.1.28,ff:ff:ff:ff:ff:ff,192.168.1.51,56
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.250,63
1,2,DE:AD:BE:EF:00:01,192.168.1.51,00:00:0A:BB:CC:01,192.168.1.1,60
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:e0:c7:c3,192.168.1.181,54
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:01:f8:99,192.168.1.167,64
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:a1:8b:70,192.168.1.115,57
0,1,02:00:00:16:97:af,192.168.1.18,ff:ff:ff:ff:ff:ff,192.168.1.167,42
0,1,02:00:00:16:97:af,192.168.1.18,ff:ff:ff:ff:ff:ff,192.168.1.230,48
0,1,02:00:00:b2:e9:41,192.168.1.104,ff:ff:ff:ff:ff:ff,192.168.1.1,43
0,1,02:00:00:b0:88:a8,192.168.1.59,ff:ff:ff:ff:ff:ff,192.168.1.194,43
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.18,50
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:a9:f6:76,192.168.1.21,57
0,1,02:00:00:e4:3e:86,192.168.1.144,ff:ff:ff:ff:ff:ff,192.168.1.59,48
0,2,02:00:00:01:f8:99,192.168.1.167,02:00:00:1f:85:43,192.168.1.221,47
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:a9:f6:76,192.168.1.21,54
0,1,02:00:00:3c:0d:6b,192.168.1.214,ff:ff:ff:ff:ff:ff,192.168.1.184,58
0,1,02:00:00:f5:cc:5c,192.168.1.145,ff:ff:ff:ff:ff:ff,192.168.1.127,53
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:e0:c7:c3,192.168.1.181,49
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.1,50
0,1,02:00:00:d0:27:cc,192.168.1.230,ff:ff:ff:ff:ff:ff,192.168.1.89,56
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:ce:7e:50,192.168.1.46,43
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:50:fd:f3,192.168.1.123,61
0,1,02:00:00:58:04:51,192.168.1.72,ff:ff:ff:ff:ff:ff,192.168.1.69,57
0,1,02:00:00:00:3d:33,192.168.1.69,ff:ff:ff:ff:ff:ff,192.168.1.123,42
0,2,02:00:00:07:3b:79,192.168.1.229,02:00:00:17:a5:d7,192.168.1.88,46
0,1,02:00:00:e0:c7:c3,192.168.1.181,ff:ff:ff:ff:ff:ff,192.168.1.230,59
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.230,45
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:01:f8:99,192.168.1.167,51
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:17:a5:d7,192.168.1.88,56
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:bd:da:2a,192.168.1.7,53
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:17:a5:d7,192.168.1.88,51
0,1,02:00:00:5e:27:82,192.168.1.89,ff:ff:ff:ff:ff:ff,192.168.1.167,51
0,1,02:00:00:99:99:03,192.168.1.194,ff:ff:ff:ff:ff:ff,192.168.1.144,52
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.18,43
0,1,02:00:00:c1:cf:06,192.168.1.137,ff:ff:ff:ff:ff:ff,192.168.1.28,48
0,1,02:00:00:5e:27:82,192.168.1.89,ff:ff:ff:ff:ff:ff,192.168.1.51,45
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.135,53
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:57:01:f9,192.168.1.237,45
0,1,02:00:00:58:04:51,192.168.1.72,ff:ff:ff:ff:ff:ff,192.168.1.167,64
0,1,02:00:00:a9:f6:76,192.168.1.21,ff:ff:ff:ff:ff:ff,192.168.1.145,46
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:6c:9e:f6,192.168.1.251,47
0,2,00:00:0A:BB:CC:01,192.168.1.1,02:00:00:07:3b:79,192.168.1.229,58
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.230,42
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.135,61
0,1,02:00:00:a1:8b:70,192.168.1.115,ff:ff:ff:ff:ff:ff,192.168.1.66,55
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:1c:fb:87,192.168.1.6,45
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:c1:cc:0f,192.168.1.254,54
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:42:98:7d,192.168.1.200,50
0,2,02:00:00:8f:60:ba,192.168.1.58,02:00:00:01:f8:99,192.168.1.167,48
0,2,02:00:00:30:71:01,192.168.1.127,02:00:00:c9:2d:60,192.168.1.118,62
0,1,02:00:00:9d:a3:be,192.168.1.33,ff:ff:ff:ff:ff:ff,192.168.1.127,55
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:99:99:03,192.168.1.194,63
0,2,02:00:00:17:a5:d7,192.168.1.88,02:00:00:a7:af:d3,192.168.1.179,46
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:f5:cc:5c,192.168.1.145,58
0,2,02:00:00:1b:84:fd,192.168.1.220,02:00:00:9d:a3:be,192.168.1.33,45
0,1,02:00:00:f9:f7:4e,192.168.1.57,ff:ff:ff:ff:ff:ff,192.168.1.184,46
0,2,02:00:00:c1:cc:0f,192.168.1.254,02:00:00:17:a5:d7,192.168.1.88,44
0,2,02:00:00:c1:cf:06,192.168.1.137,02:00:00:16:97:af,192.168.1.18,52
0,2,02:00:00:58:04:51,192.168.1.72,02:00:00:00:3d:33,192.168.1.69,51
0,1,02:00:00:07:3b:79,192.168.1.229,ff:ff:ff:ff:ff:ff,192.168.1.51,55
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:a9:f6:76,192.168.1.21,57
0,2,02:00:00:a7:af:d3,192.168.1.179,02:00:00:8f:60:ba,192.168.1.58,56
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:19:7c:6b,192.168.1.25,42
0,2,02:00:00:a1:8b:70,192.168.1.115,02:00:00:6c:9e:f6,192.168.1.251,44
0,1,02:00:00:50:fd:f3,192.168.1.123,ff:ff:ff:ff:ff:ff,192.168.1.145,53
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:09:eb:bd,192.168.1.67,58
0,2,02:00:00:58:04:51,192.168.1.72,02:00:00:5e:27:82,192.168.1.89,42
1,2,DE:AD:BE:EF:00:01,192.168.1.51,00:00:0A:BB:CC:01,192.168.1.1,42
0,1,02:00:00:e0:c7:c3,192.168.1.181,ff:ff:ff:ff:ff:ff,192.168.1.104,57
0,2,02:00:00:01:f8:99,192.168.1.167,02:00:00:c1:cf:06,192.168.1.137,44
0,1,02:00:00:8f:ee:25,192.168.1.160,ff:ff:ff:ff:ff:ff,192.168.1.67,61
0,2,02:00:00:8f:60:ba,192.168.1.58,02:00:00:b0:88:a8,192.168.1.59,61
0,2,02:00:00:19:7c:6b,192.168.1.25,02:00:00:72:2a:61,192.168.1.98,49
0,2,02:00:00:8b:dd:ba,192.168.1.51,00:00:0A:BB:CC:01,192.168.1.1,47
0,1,02:00:00:94:8b:28,192.168.1.60,ff:ff:ff:ff:ff:ff,192.168.1.167,63
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.53,61
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:57:01:f9,192.168.1.237,58
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:8f:ee:25,192.168.1.160,42
0,2,02:00:00:30:71:01,192.168.1.127,02:00:00:1b:84:fd,192.168.1.220,48
0,1,02:00:00:57:c6:40,192.168.1.11,ff:ff:ff:ff:ff:ff,192.168.1.1,54
0,2,02:00:00:1f:85:43,192.168.1.221,02:00:00:9d:24:70,192.168.1.219,64
0,1,02:00:00:72:2a:61,192.168.1.98,ff:ff:ff:ff:ff:ff,192.168.1.254,53
0,1,02:00:00:1f:85:43,192.168.1.221,ff:ff:ff:ff:ff:ff,192.168.1.135,64
0,2,02:00:00:e4:97:80,192.168.1.66,02:00:00:00:3d:33,192.168.1.69,53
0,1,02:00:00:60:d1:b2,192.168.1.250,ff:ff:ff:ff:ff:ff,192.168.1.229,60
0,1,02:00:00:f9:f7:4e,192.168.1.57,ff:ff:ff:ff:ff:ff,192.168.1.1,49
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.104,46
0,1,02:00:00:ce:7e:50,192.168.1.46,ff:ff:ff:ff:ff:ff,192.168.1.98,63
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.67,63
0,2,02:00:00:b0:88:a8,192.168.1.59,02:00:00:42:98:7d,192.168.1.200,52
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:1b:84:fd,192.168.1.220,53
0,1,02:00:00:e4:3e:86,192.168.1.144,ff:ff:ff:ff:ff:ff,192.168.1.25,46
1,2,DE:AD:BE:EF:00:01,192.168.1.127,00:00:0A:BB:CC:01,192.168.1.1,49
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:8b:dd:ba,192.168.1.51,48
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:58:04:51,192.168.1.72,52
0,2,02:00:00:9d:a3:be,192.168.1.33,02:00:00:c0:4f:68,192.168.1.135,44
0,1,02:00:00:06:d1:36,192.168.1.53,ff:ff:ff:ff:ff:ff,192.168.1.179,47
0,1,02:00:00:30:71:01,192.168.1.127,ff:ff:ff:ff:ff:ff,192.168.1.254,60
0,2,02:00:00:01:f8:99,192.168.1.167,02:00:00:00:3d:33,192.168.1.69,57
0,2,02:00:00:8f:ee:25,192.168.1.160,02:00:00:c1:cc:0f,192.168.1.254,54
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:a9:f6:76,192.168.1.21,61
0,2,02:00:00:57:01:f9,192.168.1.237,02:00:00:17:a5:d7,192.168.1.88,53
0,2,02:00:00:86:2d:a5,192.168.1.106,02:00:00:17:a5:d7,192.168.1.88,44
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:8f:ee:25,192.168.1.160,49
0,2,02:00:00:1f:85:43,192.168.1.221,02:00:00:a1:8b:70,192.168.1.115,55
0,1,02:00:00:58:04:51,192.168.1.72,ff:ff:ff:ff:ff:ff,192.168.1.220,62
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.7,64
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:57:01:f9,192.168.1.237,45
0,2,02:00:00:a7:af:d3,192.168.1.179,02:00:00:6c:9e:f6,192.168.1.251,64
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:58:04:51,192.168.1.72,64
0,2,02:00:00:58:04:51,192.168.1.72,02:00:00:94:8b:28,192.168.1.60,48
0,2,02:00:00:c1:cf:06,192.168.1.137,02:00:00:6c:9e:f6,192.168.1.251,43
0,2,02:00:00:1b:84:fd,192.168.1.220,02:00:00:7d:c8:14,192.168.1.28,50
0,1,02:00:00:57:c6:40,192.168.1.11,ff:ff:ff:ff:ff:ff,192.168.1.46,49
0,2,02:00:00:b2:e9:41,192.168.1.104,02:00:00:86:2d:a5,192.168.1.106,43
0,1,02:00:00:19:21:17,192.168.1.116,ff:ff:ff:ff:ff:ff,192.168.1.179,44
0,1,02:00:00:94:8b:28,192.168.1.60,ff:ff:ff:ff:ff:ff,192.168.1.123,60
0,2,02:00:00:8b:dd:ba,192.168.1.51,02:00:00:57:01:f9,192.168.1.237,55
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.88,63
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c1:cc:0f,192.168.1.254,64
0,1,02:00:00:30:71:01,192.168.1.127,ff:ff:ff:ff:ff:ff,192.168.1.145,55
0,1,02:00:00:50:fd:f3,192.168.1.123,ff:ff:ff:ff:ff:ff,192.168.1.88,57
1,2,DE:AD:BE:EF:00:01,192.168.1.167,00:00:0A:BB:CC:01,192.168.1.1,53
0,1,02:00:00:16:97:af,192.168.1.18,ff:ff:ff:ff:ff:ff,192.168.1.167,64
0,1,02:00:00:58:04:51,192.168.1.72,ff:ff:ff:ff:ff:ff,192.168.1.167,60
0,2,02:00:00:e4:3e:86,192.168.1.144,02:00:00:01:f8:99,192.168.1.167,59
0,1,02:00:00:57:01:f9,192.168.1.237,ff:ff:ff:ff:ff:ff,192.168.1.160,63
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c9:2d:60,192.168.1.118,53
0,1,02:00:00:c0:4f:68,192.168.1.135,ff:ff:ff:ff:ff:ff,192.168.1.118,54
1,2,DE:AD:BE:EF:00:01,192.168.1.6,00:00:0A:BB:CC:01,192.168.1.1,55
0,2,02:00:00:8f:60:ba,192.168.1.58,02:00:00:c9:2d:60,192.168.1.118,54
0,2,02:00:00:c9:2d:60,192.168.1.118,02:00:00:00:3d:33,192.168.1.69,45
0,1,02:00:00:42:98:7d,192.168.1.200,ff:ff:ff:ff:ff:ff,192.168.1.72,57
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:9d:a3:be,192.168.1.33,60
0,2,02:00:00:9d:24:70,192.168.1.219,02:00:00:c1:cf:06,192.168.1.137,44
1,2,DE:AD:BE:EF:00:01,192.168.1.104,00:00:0A:BB:CC:01,192.168.1.1,60
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:19:21:17,192.168.1.116,54
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:e4:97:80,192.168.1.66,42
0,2,02:00:00:09:eb:bd,192.168.1.67,02:00:00:8b:dd:ba,192.168.1.51,52
0,1,02:00:00:f5:cc:5c,192.168.1.145,ff:ff:ff:ff:ff:ff,192.168.1.53,56
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.237,44
0,2,02:00:00:c1:cf:06,192.168.1.137,02:00:00:b2:e9:41,192.168.1.104,59
0,1,02:00:00:ce:7e:50,192.168.1.46,ff:ff:ff:ff:ff:ff,192.168.1.251,44
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:1f:85:43,192.168.1.221,62
0,1,02:00:00:19:21:17,192.168.1.116,ff:ff:ff:ff:ff:ff,192.168.1.60,56
0,1,02:00:00:57:01:f9,192.168.1.237,ff:ff:ff:ff:ff:ff,192.168.1.67,48
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.250,60
1,2,DE:AD:BE:EF:00:01,192.168.1.115,00:00:0A:BB:CC:01,192.168.1.1,58
1,2,DE:AD:BE:EF:00:01,192.168.1.46,00:00:0A:BB:CC:01,192.168.1.1,62
0,1,02:00:00:72:2a:61,192.168.1.98,ff:ff:ff:ff:ff:ff,192.168.1.1,46
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:99:99:03,192.168.1.194,42
0,2,02:00:00:94:8b:28,192.168.1.60,02:00:00:b0:88:a8,192.168.1.59,63
0,2,02:00:00:9d:24:70,192.168.1.219,02:00:00:06:d1:36,192.168.1.53,61
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:72:2a:61,192.168.1.98,53
0,2,02:00:00:94:8b:28,192.168.1.60,02:00:00:72:2a:61,192.168.1.98,43
